Probe	GB3.2
AM06529	GB42994
AM06530	GB44642
AM06531	GB54175
AM06532	GB41136
AM06533	GB49466
AM06534	GB51979
AM06535	GB49716
AM06536	GB50151
AM06537	GB42808
AM06538	GB55711
AM06539	GB45697
AM06540	GB51132
AM06542	GB51884
AM06543	GB52075
AM06544	GB52576
AM06545	GB46476
AM06546	GB48483
AM06547	GB55976
AM06548	GB52239
AM06549	GB52510
AM06550	GB55457
AM06551	GB54162
AM06552	GB54269
AM06553	GB51005
AM06554	GB53034
AM06556	GB43684
AM06557	GB42683
AM06558	GB45008
AM06559	GB53609
AM06560	GB44365
AM06562	GB50128
AM06563	GB41154
AM06564	GB43690
AM06565	GB40759
AM06566	GB41840
AM06567	GB50303
AM06568	GB53188
AM06569	GB51638
AM06570	GB50045
AM06571	GB47138
AM06572	GB40357
AM06573	GB52512
AM06574	GB53184
AM06575	GB44944
AM06576	GB49252
AM06577	GB50509
AM06578	GB47815
AM06579	GB43641
AM06580	GB40119
AM06581	GB48640
AM06582	GB53980
AM06583	GB41131
AM06584	GB46074
AM06585	GB48157
AM06586	GB52727
AM06587	GB41808
AM06588	GB43305
AM06590	GB51617
AM06591	GB54280
AM06592	GB54234
AM06593	GB54156
AM06594	GB40410
AM06596	GB45651
AM06597	GB49544
AM06598	GB48812
AM06599	GB53354
AM06600	GB53517
AM06601	GB43860
AM06602	GB41965
AM06603	GB53163
AM06604	GB53286
AM06605	GB42984
AM06606	GB50586
AM06607	GB44218
AM06608	GB41182
AM06609	GB40648
AM06610	GB40648
AM06611	GB40648
AM06612	GB54687
AM06613	GB52763
AM06614	GB44279
AM06615	GB55025
AM06616	GB40422
AM06617	GB54214
AM06618	GB48459
AM06619	GB43070
AM06620	GB45559
AM06621	GB51995
AM06622	GB49789
AM06623	GB44523
AM06624	GB47822
AM06625	GB45399
AM06626	GB51303
AM06627	GB40554
AM06628	GB41583
AM06629	GB44579
AM06630	GB40886
AM06631	GB49755
AM06633	GB48250
AM06634	GB50331
AM06635	GB51959
AM06636	GB45151
AM06637	GB42591
AM06638	GB54681
AM06639	GB44062
AM06640	GB52604
AM06641	GB52744
AM06642	GB45724
AM06643	GB55007
AM06644	GB52369
AM06645	GB48121
AM06646	GB43500
AM06647	GB49853
AM06648	GB48046
AM06649	GB55473
AM06650	GB45193
AM06651	GB51672
AM06652	GB50658
AM06653	GB53375
AM06654	GB45822
AM06655	GB50042
AM06656	GB43884
AM06657	GB45940
AM06658	GB46066
AM06659	GB48932
AM06660	GB40363
AM06661	GB45639
AM06662	GB48425
AM06663	GB41815
AM06664	GB53574
AM06665	GB53863
AM06666	GB48125
AM06667	GB56009
AM06668	GB48271
AM06669	GB48271
AM06670	GB48271
AM06671	GB48271
AM06672	GB48271
AM06673	GB41993
AM06674	GB54927
AM06675	GB46915
AM06676	GB48144
AM06677	GB50861
AM06678	GB49432
AM06679	GB54762
AM06680	GB44539
AM06681	GB49953
AM06682	GB40975
AM06683	GB47876
AM06684	GB51517
AM06685	GB52842
AM06686	GB54985
AM06687	GB47595
AM06688	GB50310
AM06689	GB46797
AM06690	GB53653
AM06691	GB48335
AM06692	GB49501
AM06693	GB53435
AM06694	GB42304
AM06695	GB40361
AM06696	GB40439
AM06697	GB47189
AM06698	GB41232
AM06699	GB51719
AM06700	GB47965
AM06701	GB48695
AM06702	GB41142
AM06703	GB46070
AM06704	GB41981
AM06705	GB47300
AM06706	GB50891
AM06707	GB45282
AM06708	GB47406
AM06709	GB52435
AM06710	GB49806
AM06711	GB52288
AM06712	GB42184
AM06713	GB41803
AM06714	GB41631
AM06715	GB49452
AM06716	GB55979
AM06717	GB46245
AM06718	GB44690
AM06719	GB53884
AM06720	GB50380
AM06721	GB43750
AM06722	GB51573
AM06723	GB44989
AM06724	GB50287
AM06725	GB50901
AM06726	GB44075
AM06727	GB52424
AM06728	GB53747
AM06729	GB53857
AM06730	GB43479
AM06731	GB46319
AM06732	GB53963
AM06734	GB40273
AM06735	GB41907
AM06736	GB54231
AM06737	GB53146
AM06738	GB47478
AM06739	GB41423
AM06740	GB51224
AM06741	GB52278
AM06742	GB54271
AM06743	GB48872
AM06744	GB47657
AM06745	GB46914
AM06746	GB45632
AM06748	GB50447
AM06749	GB50439
AM06750	GB42724
AM06751	GB44296
AM06752	GB47502
AM06753	GB40388
AM06754	GB52211
AM06755	GB52606
AM06756	GB49559
AM06757	GB51941
AM06758	GB53707
AM06759	GB44684
AM06760	GB47487
AM06761	GB50366
AM06762	GB47834
AM06763	GB40310
AM06764	GB45509
AM06765	GB54432
AM06766	GB49004
AM06767	GB40634
AM06768	GB43104
AM06769	GB50932
AM06770	GB51768
AM06771	GB41825
AM06772	GB54333
AM06773	GB41138
AM06774	GB43633
AM06775	GB55934
AM06776	GB50007
AM06777	GB47107
AM06778	GB55312
AM06779	GB55816
AM06780	GB53792
AM06781	GB55102
AM06782	GB51502
AM06783	GB51561
AM06784	GB44969
AM06785	GB44181
AM06786	GB41638
AM06787	GB48010
AM06788	GB51419
AM06789	GB47840
AM06790	GB48111
AM06791	GB45419
AM06792	GB51736
AM06793	GB51518
AM06794	GB42921
AM06795	GB44478
AM06796	GB54200
AM06797	GB42058
AM06798	GB55491
AM06800	GB45393
AM06801	GB47055
AM06802	GB47724
AM06803	GB51888
AM06804	GB54343
AM06805	GB54953
AM06807	GB49290
AM06808	GB49428
AM06809	GB46896
AM06810	GB52648
AM06811	GB47633
AM06812	GB47781
AM06813	GB50951
AM06814	GB50433
AM06815	GB43476
AM06816	GB50458
AM06817	GB55486
AM06818	GB53849
AM06819	GB46345
AM06820	GB51813
AM06821	GB43210
AM06822	GB49433
AM06823	GB46686
AM06824	GB40566
AM06825	GB49514
AM06826	GB51465
AM06827	GB41448
AM06828	GB51571
AM06829	GB55144
AM06830	GB41045
AM06831	GB55485
AM06832	GB51631
AM06833	GB44304
AM06834	GB54230
AM06835	GB54974
AM06836	GB51493
AM06837	GB50113
AM06838	GB44114
AM06839	GB54592
AM06840	GB40816
AM06841	GB47099
AM06842	GB48690
AM06843	GB40716
AM06844	GB50551
AM06845	GB51953
AM06846	GB45700
AM06848	GB44604
AM06849	GB51500
AM06850	GB55844
AM06851	GB41470
AM06852	GB42987
AM06853	GB43617
AM06854	GB51953
AM06855	GB41737
AM06856	GB53759
AM06857	GB44546
AM06858	GB44942
AM06859	GB49318
AM06860	GB42053
AM06861	GB52251
AM06862	GB41471
AM06863	GB55644
AM06864	GB45248
AM06865	GB51069
AM06866	GB53679
AM06867	GB54574
AM06868	GB51751
AM06869	GB52975
AM06870	GB54895
AM06871	GB50262
AM06872	GB55094
AM06873	GB51105
AM06875	GB42408
AM06876	GB48201
AM06877	GB42693
AM06878	GB48987
AM06879	GB45457
AM06880	GB44288
AM06881	GB49520
AM06882	GB50138
AM06883	GB50159
AM06884	GB42385
AM06885	GB40438
AM06886	GB50247
AM06887	GB40267
AM06888	GB48265
AM06889	GB51067
AM06890	GB53315
AM06891	GB47498
AM06892	GB44739
AM06893	GB42849
AM06894	GB48341
AM06895	GB40830
AM06896	GB44425
AM06897	GB51692
AM06898	GB51333
AM06899	GB53580
AM06900	GB40908
AM06901	GB43883
AM06902	GB48610
AM06903	GB52977
AM06904	GB40983
AM06906	GB41033
AM06907	GB46490
AM06908	GB45486
AM06909	GB50650
AM06910	GB50069
AM06911	GB42194
AM06912	GB52036
AM06913	GB44689
AM06914	GB53014
AM06915	GB53093
AM06916	GB45092
AM06917	GB49171
AM06918	GB53183
AM06919	GB44769
AM06920	GB49273
AM06921	GB43482
AM06922	GB53059
AM06923	GB53976
AM06924	GB45012
AM06925	GB50653
AM06926	GB42945
AM06927	GB43761
AM06928	GB44994
AM06929	GB45274
AM06930	GB43497
AM06931	GB49372
AM06932	GB40519
AM06933	GB50173
AM06934	GB55241
AM06935	GB54746
AM06936	GB41598
AM06937	GB42025
AM06939	GB54033
AM06940	GB45324
AM06941	GB53861
AM06942	GB54765
AM06943	GB49660
AM06944	GB55522
AM06945	GB54905
AM06946	GB52762
AM06947	GB42540
AM06948	GB40733
AM06949	GB52042
AM06950	GB53118
AM06951	GB44647
AM06952	GB49536
AM06953	GB47966
AM06954	GB53245
AM06955	GB42516
AM06956	GB42931
AM06957	GB54639
AM06958	GB46121
AM06959	GB44996
AM06960	GB54189
AM06961	GB55769
AM06962	GB56032
AM06963	GB44211
AM06964	GB52597
AM06965	GB41585
AM06966	GB48362
AM06967	GB44491
AM06968	GB46216
AM06969	GB48708
AM06970	GB49545
AM06971	GB55823
AM06972	GB45247
AM06973	GB42761
AM06974	GB44510
AM06975	GB50705
AM06976	GB54190
AM06977	GB55330
AM06978	GB47096
AM06979	GB50515
AM06980	GB51399
AM06981	GB54860
AM06982	GB54393
AM06983	GB50512
AM06986	GB42731
AM06987	GB53705
AM06988	GB48453
AM06989	GB51790
AM06990	GB42359
AM06992	GB51463
AM06993	GB55513
AM06994	GB49750
AM06995	GB41084
AM06996	GB50514
AM06997	GB47046
AM06998	GB40523
AM06999	GB43016
AM07000	GB47551
AM07001	GB46788
AM07002	GB48458
AM07003	GB51627
AM07004	GB41517
AM07005	GB53284
AM07006	GB43277
AM07007	GB44576
AM07008	GB55869
AM07009	GB55371
AM07010	GB40071
AM07011	GB42654
AM07012	GB43295
AM07013	GB46677
AM07014	GB53404
AM07015	GB48956
AM07016	GB43732
AM07017	GB45417
AM07018	GB48999
AM07019	GB51910
AM07020	GB52249
AM07021	GB43863
AM07022	GB44198
AM07023	GB42311
AM07024	GB43688
AM07025	GB45177
AM07026	GB51916
AM07027	GB50554
AM07028	GB52413
AM07029	GB42376
AM07030	GB41024
AM07031	GB48103
AM07032	GB47142
AM07033	GB45910
AM07034	GB42168
AM07035	GB46605
AM07036	GB51964
AM07037	GB46735
AM07038	GB42335
AM07039	GB56005
AM07040	GB49781
AM07041	GB45667
AM07042	GB43358
AM07043	GB51084
AM07044	GB44948
AM07045	GB42962
AM07046	GB53233
AM07047	GB54414
AM07048	GB43160
AM07049	GB55546
AM07050	GB49966
AM07051	GB52411
AM07052	GB46013
AM07053	GB49786
AM07054	GB49579
AM07055	GB53567
AM07056	GB44009
AM07057	GB49900
AM07058	GB43621
AM07059	GB48245
AM07060	GB44772
AM07061	GB50520
AM07064	GB54502
AM07065	GB41911
AM07066	GB50475
AM07067	GB44237
AM07068	GB50653
AM07070	GB49961
AM07071	GB48117
AM07072	GB51587
AM07073	GB49661
AM07074	GB54691
AM07075	GB55648
AM07076	GB46515
AM07077	GB43427
AM07078	GB40536
AM07079	GB54213
AM07080	GB40107
AM07081	GB43794
AM07082	GB47745
AM07083	GB54056
AM07084	GB53257
AM07085	GB44982
AM07086	GB45009
AM07087	GB46250
AM07088	GB43161
AM07089	GB43132
AM07090	GB51190
AM07091	GB55401
AM07092	GB45495
AM07093	GB41701
AM07094	GB45028
AM07095	GB48298
AM07096	GB42890
AM07097	GB50519
AM07098	GB54745
AM07099	GB50129
AM07100	GB49069
AM07101	GB41844
AM07102	GB50923
AM07103	GB50780
AM07104	GB52047
AM07105	GB50805
AM07106	GB51246
AM07107	GB41397
AM07108	GB51367
AM07109	GB50573
AM07110	GB50651
AM07111	GB54999
AM07112	GB55013
AM07113	GB47861
AM07114	GB40095
AM07115	GB45258
AM07116	GB55704
AM07117	GB54460
AM07118	GB46360
AM07119	GB44086
AM07120	GB52254
AM07121	GB46178
AM07122	GB51807
AM07123	GB46140
AM07124	GB45072
AM07126	GB42549
AM07127	GB48145
AM07128	GB48145
AM07129	GB46409
AM07130	GB43207
AM07131	GB46554
AM07132	GB55033
AM07133	GB55400
AM07134	GB42382
AM07135	GB52044
AM07136	GB52161
AM07137	GB48264
AM07138	GB44704
AM07139	GB49327
AM07140	GB48113
AM07141	GB41240
AM07142	GB54505
AM07143	GB51685
AM07144	GB42785
AM07145	GB43429
AM07146	GB54538
AM07147	GB46537
AM07148	GB45396
AM07149	GB42468
AM07150	GB55062
AM07151	GB54659
AM07152	GB50355
AM07153	GB43722
AM07154	GB53976
AM07155	GB54050
AM07156	GB51408
AM07157	GB42372
AM07158	GB41172
AM07159	GB42577
AM07160	GB41671
AM07161	GB45943
AM07162	GB45583
AM07163	GB46760
AM07164	GB40203
AM07165	GB42118
AM07166	GB40237
AM07167	GB46014
AM07168	GB55773
AM07169	GB42725
AM07170	GB41590
AM07171	GB55066
AM07172	GB47250
AM07173	GB52396
AM07174	GB49325
AM07175	GB44019
AM07176	GB47953
AM07177	GB52230
AM07178	GB49711
AM07179	GB48372
AM07180	GB44154
AM07181	GB55090
AM07182	GB53225
AM07183	GB48539
AM07184	GB50200
AM07185	GB46251
AM07186	GB49639
AM07187	GB52231
AM07188	GB51839
AM07189	GB47971
AM07190	GB47347
AM07191	GB40284
AM07192	GB40875
AM07193	GB48623
AM07194	GB44252
AM07195	GB46011
AM07196	GB54108
AM07197	GB48589
AM07198	GB48660
AM07199	GB43446
AM07200	GB40136
AM07201	GB41090
AM07202	GB43257
AM07203	GB40201
AM07204	GB54419
AM07205	GB54935
AM07206	GB48662
AM07207	GB46563
AM07208	GB44614
AM07209	GB46814
AM07210	GB55414
AM07211	GB50621
AM07212	GB42584
AM07213	GB55958
AM07214	GB44248
AM07215	GB43730
AM07216	GB42579
AM07217	GB47486
AM07218	GB45913
AM07219	GB48263
AM07220	GB40113
AM07221	GB43113
AM07222	GB50993
AM07223	GB50641
AM07224	GB44144
AM07225	GB40706
AM07226	GB50871
AM07227	GB49090
AM07228	GB50321
AM07229	GB49769
AM07230	GB54223
AM07231	GB42618
AM07232	GB53378
AM07233	GB40705
AM07234	GB54281
AM07235	GB48813
AM07236	GB55214
AM07237	GB54555
AM07238	GB44123
AM07239	GB47977
AM07240	GB52993
AM07241	GB41407
AM07242	GB50508
AM07244	GB41543
AM07245	GB45778
AM07246	GB52595
AM07247	GB41824
AM07248	GB43407
AM07249	GB50834
AM07250	GB46679
AM07251	GB41408
AM07252	GB55467
AM07253	GB56018
AM07254	GB46368
AM07255	GB53667
AM07256	GB52453
AM07257	GB44223
AM07258	GB47168
AM07259	GB41532
AM07260	GB55614
AM07261	GB48188
AM07262	GB48369
AM07263	GB43502
AM07264	GB50630
AM07265	GB53750
AM07266	GB42555
AM07267	GB46045
AM07268	GB47014
AM07269	GB52304
AM07270	GB51088
AM07271	GB41811
AM07272	GB50168
AM07274	GB44829
AM07275	GB49047
AM07276	GB52496
AM07278	GB45682
AM07279	GB46516
AM07280	GB47488
AM07281	GB40681
AM07282	GB55761
AM07283	GB54176
AM07284	GB54120
AM07285	GB53627
AM07286	GB42484
AM07287	GB51426
AM07288	GB48009
AM07289	GB55767
AM07290	GB48750
AM07291	GB53930
AM07292	GB50354
AM07293	GB53921
AM07294	GB45214
AM07295	GB49312
AM07297	GB50803
AM07298	GB47666
AM07299	GB47232
AM07300	GB47737
AM07301	GB50153
AM07302	GB43704
AM07303	GB53438
AM07304	GB52154
AM07305	GB43200
AM07306	GB43879
AM07307	GB40141
AM07308	GB52240
AM07309	GB52322
AM07310	GB41113
AM07311	GB46221
AM07312	GB45685
AM07314	GB44435
AM07315	GB53237
AM07316	GB55567
AM07317	GB42451
AM07318	GB55791
AM07319	GB41290
AM07320	GB41068
AM07321	GB49655
AM07322	GB50325
AM07323	GB49187
AM07324	GB44759
AM07325	GB56037
AM07326	GB47234
AM07327	GB45535
AM07328	GB55426
AM07329	GB54237
AM07330	GB49754
AM07331	GB52432
AM07332	GB47606
AM07333	GB48373
AM07334	GB54588
AM07335	GB52210
AM07336	GB50825
AM07337	GB50883
AM07338	GB50434
AM07339	GB52992
AM07340	GB52690
AM07341	GB46520
AM07342	GB48326
AM07343	GB44357
AM07344	GB45304
AM07345	GB53877
AM07346	GB53306
AM07347	GB40941
AM07348	GB46906
AM07349	GB47627
AM07350	GB45212
AM07351	GB53905
AM07352	GB50530
AM07353	GB40976
AM07354	GB46586
AM07355	GB49613
AM07356	GB51227
AM07357	GB51632
AM07358	GB53450
AM07359	GB52877
AM07360	GB43789
AM07361	GB42784
AM07362	GB42409
AM07363	GB54824
AM07364	GB45146
AM07365	GB42534
AM07366	GB45375
AM07367	GB46371
AM07368	GB50819
AM07369	GB48081
AM07370	GB49017
AM07371	GB53652
AM07372	GB46733
AM07373	GB42723
AM07374	GB55830
AM07375	GB54193
AM07376	GB53671
AM07377	GB51597
AM07378	GB40564
AM07379	GB53888
AM07380	GB43279
AM07381	GB44570
AM07382	GB46427
AM07383	GB44886
AM07384	GB40057
AM07385	GB41695
AM07386	GB41028
AM07387	GB52289
AM07388	GB41700
AM07389	GB45367
AM07390	GB40405
AM07391	GB49305
AM07392	GB51913
AM07393	GB50902
AM07394	GB44355
AM07395	GB43193
AM07396	GB49927
AM07397	GB55360
AM07398	GB43575
AM07399	GB42306
AM07400	GB46048
AM07401	GB55476
AM07402	GB51728
AM07403	GB42164
AM07404	GB50373
AM07405	GB53713
AM07406	GB48173
AM07407	GB52671
AM07408	GB42608
AM07409	GB42662
AM07410	GB46493
AM07411	GB46219
AM07412	GB46262
AM07413	GB46007
AM07414	GB40390
AM07415	GB54367
AM07416	GB45776
AM07417	GB51799
AM07418	GB53525
AM07419	GB53775
AM07420	GB52979
AM07421	GB49839
AM07422	GB42038
AM07423	GB50563
AM07424	GB50990
AM07425	GB55350
AM07426	GB43223
AM07427	GB53727
AM07428	GB47146
AM07429	GB43121
AM07430	GB50278
AM07431	GB43710
AM07432	GB53252
AM07433	GB50959
AM07434	GB54983
AM07435	GB48181
AM07436	GB54773
AM07437	GB43630
AM07438	GB51037
AM07439	GB48440
AM07440	GB55676
AM07441	GB52098
AM07442	GB41445
AM07443	GB43906
AM07444	GB51071
AM07446	GB50110
AM07447	GB40866
AM07448	GB44396
AM07449	GB46832
AM07450	GB51690
AM07451	GB55588
AM07452	GB47799
AM07453	GB49594
AM07454	GB55523
AM07455	GB43214
AM07456	GB49322
AM07457	GB50602
AM07458	GB45368
AM07459	GB53273
AM07460	GB42264
AM07461	GB45427
AM07462	GB55960
AM07463	GB45728
AM07464	GB47803
AM07465	GB48936
AM07466	GB41344
AM07467	GB41856
AM07468	GB48150
AM07469	GB48638
AM07470	GB51838
AM07471	GB55685
AM07472	GB43837
AM07474	GB40894
AM07475	GB55904
AM07476	GB53826
AM07477	GB50862
AM07478	GB40949
AM07479	GB47390
AM07480	GB44573
AM07481	GB54547
AM07482	GB55205
AM07483	GB45544
AM07484	GB42857
AM07485	GB44761
AM07486	GB49788
AM07487	GB48097
AM07488	GB55932
AM07489	GB53954
AM07491	GB55530
AM07492	GB54977
AM07493	GB41267
AM07494	GB53598
AM07495	GB49412
AM07496	GB43814
AM07497	GB42905
AM07498	GB54498
AM07499	GB46268
AM07500	GB44063
AM07501	GB43098
AM07502	GB53936
AM07503	GB52990
AM07504	GB43344
AM07505	GB45746
AM07506	GB40948
AM07507	GB43693
AM07508	GB47157
AM07509	GB55493
AM07510	GB44084
AM07511	GB49768
AM07512	GB47727
AM07513	GB44069
AM07514	GB43894
AM07515	GB44012
AM07516	GB50631
AM07517	GB50156
AM07519	GB40749
AM07520	GB53506
AM07521	GB47758
AM07522	GB54699
AM07523	GB41160
AM07524	GB54981
AM07525	GB46801
AM07526	GB42589
AM07527	GB45046
AM07528	GB45523
AM07529	GB41966
AM07530	GB41183
AM07531	GB49543
AM07532	GB50558
AM07533	GB40669
AM07534	GB50344
AM07535	GB50347
AM07536	GB53149
AM07537	GB53195
AM07538	GB42648
AM07539	GB48598
AM07541	GB51149
AM07542	GB53274
AM07543	GB46061
AM07544	GB40881
AM07545	GB49131
AM07546	GB49658
AM07547	GB55515
AM07548	GB40415
AM07549	GB44966
AM07550	GB40968
AM07551	GB51111
AM07552	GB40800
AM07553	GB54664
AM07554	GB48412
AM07555	GB48412
AM07556	GB56013
AM07557	GB43997
AM07558	GB46619
AM07559	GB46696
AM07560	GB48868
AM07561	GB42488
AM07562	GB40008
AM07563	GB50472
AM07564	GB40718
AM07565	GB53381
AM07566	GB47901
AM07567	GB52656
AM07568	GB47310
AM07569	GB44782
AM07570	GB50293
AM07571	GB41242
AM07572	GB52346
AM07573	GB55535
AM07574	GB55724
AM07575	GB54968
AM07576	GB44071
AM07577	GB52790
AM07578	GB48018
AM07579	GB50679
AM07580	GB49285
AM07581	GB43867
AM07582	GB53307
AM07583	GB41284
AM07584	GB53935
AM07586	GB54603
AM07587	GB43329
AM07588	GB42828
AM07589	GB44204
AM07590	GB41876
AM07591	GB45458
AM07592	GB44096
AM07593	GB53414
AM07594	GB53486
AM07595	GB48622
AM07596	GB40574
AM07597	GB50870
AM07598	GB49899
AM07599	GB40845
AM07600	GB40955
AM07601	GB47350
AM07603	GB55364
AM07604	GB46590
AM07605	GB55945
AM07606	GB53406
AM07607	GB49117
AM07608	GB46189
AM07609	GB50121
AM07610	GB42958
AM07611	GB40032
AM07612	GB42970
AM07613	GB43994
AM07614	GB55056
AM07615	GB43179
AM07616	GB46006
AM07617	GB53177
AM07618	GB42790
AM07619	GB45041
AM07620	GB43802
AM07621	GB47974
AM07622	GB48008
AM07623	GB53584
AM07625	GB49296
AM07626	GB46270
AM07627	GB52209
AM07628	GB46995
AM07629	GB45313
AM07630	GB54753
AM07631	GB45055
AM07632	GB43258
AM07633	GB54201
AM07634	GB50352
AM07635	GB49999
AM07636	GB48450
AM07637	GB48841
AM07638	GB54917
AM07640	GB47503
AM07641	GB47095
AM07642	GB42032
AM07643	GB46214
AM07644	GB47904
AM07645	GB42490
AM07646	GB50662
AM07647	GB54424
AM07648	GB40873
AM07649	GB41650
AM07650	GB43365
AM07651	GB46077
AM07652	GB55751
AM07653	GB41287
AM07654	GB49192
AM07656	GB41788
AM07657	GB41669
AM07658	GB47110
AM07659	GB40030
AM07660	GB50877
AM07661	GB50522
AM07662	GB55557
AM07663	GB54041
AM07664	GB44504
AM07665	GB52409
AM07666	GB52883
AM07667	GB40880
AM07668	GB51210
AM07669	GB41756
AM07670	GB41651
AM07672	GB47234
AM07673	GB49684
AM07674	GB41672
AM07675	GB52864
AM07676	GB44848
AM07677	GB52688
AM07678	GB44891
AM07679	GB50589
AM07681	GB51256
AM07682	GB46511
AM07683	GB52497
AM07684	GB53220
AM07685	GB44509
AM07686	GB40365
AM07687	GB46266
AM07688	GB46146
AM07689	GB49541
AM07690	GB45948
AM07691	GB51844
AM07692	GB44083
AM07693	GB55828
AM07694	GB55913
AM07695	GB42847
AM07696	GB42429
AM07697	GB40164
AM07698	GB50067
AM07699	GB43553
AM07700	GB48771
AM07701	GB51668
AM07702	GB44373
AM07703	GB49990
AM07704	GB42568
AM07705	GB52916
AM07706	GB46749
AM07707	GB47962
AM07708	GB48923
AM07709	GB48565
AM07710	GB40782
AM07711	GB41386
AM07712	GB44263
AM07713	GB41905
AM07714	GB48948
AM07717	GB54311
AM07719	GB44686
AM07720	GB48403
AM07721	GB42379
AM07722	GB51115
AM07723	GB51791
AM07724	GB40341
AM07725	GB49796
AM07726	GB47833
AM07727	GB55250
AM07728	GB46706
AM07729	GB54097
AM07730	GB53042
AM07731	GB44160
AM07732	GB51188
AM07733	GB44033
AM07734	GB50450
AM07735	GB46881
AM07736	GB41533
AM07737	GB49398
AM07738	GB45001
AM07739	GB42920
AM07740	GB40420
AM07741	GB47307
AM07742	GB54215
AM07743	GB55800
AM07744	GB53418
AM07745	GB48639
AM07746	GB53491
AM07747	GB53909
AM07748	GB50704
AM07749	GB44671
AM07750	GB46928
AM07751	GB55081
AM07752	GB44898
AM07753	GB47301
AM07754	GB52339
AM07755	GB43826
AM07756	GB42940
AM07757	GB40978
AM07758	GB55650
AM07759	GB48923
AM07760	GB50217
AM07761	GB51042
AM07762	GB47570
AM07763	GB52169
AM07764	GB42689
AM07765	GB55705
AM07766	GB43456
AM07767	GB55959
AM07768	GB41545
AM07769	GB51626
AM07771	GB51720
AM07772	GB46694
AM07773	GB55529
AM07774	GB47769
AM07775	GB55625
AM07776	GB49551
AM07777	GB48267
AM07778	GB55900
AM07779	GB42317
AM07780	GB43122
AM07781	GB40076
AM07782	GB41810
AM07784	GB51901
AM07785	GB40923
AM07786	GB42466
AM07787	GB41441
AM07788	GB55972
AM07789	GB49012
AM07790	GB47495
AM07791	GB54211
AM07792	GB48831
AM07793	GB46775
AM07794	GB55281
AM07795	GB50502
AM07796	GB52995
AM07797	GB48316
AM07798	GB45429
AM07799	GB51714
AM07800	GB55207
AM07801	GB49989
AM07802	GB42027
AM07803	GB41792
AM07804	GB40020
AM07805	GB46944
AM07806	GB55492
AM07807	GB44431
AM07808	GB55459
AM07809	GB41636
AM07810	GB45156
AM07811	GB52969
AM07812	GB42317
AM07813	GB49193
AM07814	GB47590
AM07815	GB53360
AM07816	GB44193
AM07817	GB40191
AM07818	GB45827
AM07819	GB47977
AM07820	GB45344
AM07821	GB46594
AM07822	GB43518
AM07823	GB45547
AM07824	GB47148
AM07825	GB42926
AM07826	GB42885
AM07827	GB41733
AM07828	GB53938
AM07829	GB46149
AM07830	GB40848
AM07831	GB51998
AM07832	GB43115
AM07833	GB50145
AM07834	GB48928
AM07835	GB50537
AM07836	GB52269
AM07837	GB41942
AM07838	GB46240
AM07839	GB47760
AM07841	GB54301
AM07842	GB43776
AM07843	GB50290
AM07844	GB49970
AM07845	GB46596
AM07846	GB50190
AM07847	GB50043
AM07848	GB48178
AM07849	GB49046
AM07850	GB43559
AM07851	GB42943
AM07852	GB55382
AM07853	GB47969
AM07854	GB42222
AM07855	GB46466
AM07856	GB51613
AM07857	GB55057
AM07858	GB43192
AM07859	GB53821
AM07860	GB53140
AM07861	GB45023
AM07862	GB48707
AM07863	GB41042
AM07864	GB51262
AM07865	GB53030
AM07866	GB42941
AM07867	GB51947
AM07868	GB48683
AM07869	GB42866
AM07870	GB55294
AM07871	GB55293
AM07872	GB45695
AM07873	GB42280
AM07874	GB45932
AM07875	GB49650
AM07876	GB53648
AM07877	GB42418
AM07878	GB55396
AM07879	GB55456
AM07880	GB44426
AM07881	GB49306
AM07882	GB50613
AM07883	GB41837
AM07884	GB52747
AM07885	GB50468
AM07886	GB48488
AM07887	GB46508
AM07888	GB55717
AM07889	GB49757
AM07890	GB40401
AM07891	GB45813
AM07893	GB40967
AM07894	GB48207
AM07895	GB43545
AM07896	GB50708
AM07897	GB54181
AM07898	GB44799
AM07899	GB48769
AM07900	GB42000
AM07901	GB55544
AM07902	GB41210
AM07903	GB44292
AM07904	GB55660
AM07905	GB48140
AM07906	GB52191
AM07907	GB46362
AM07908	GB47392
AM07909	GB52637
AM07910	GB55054
AM07911	GB42688
AM07912	GB49324
AM07913	GB53288
AM07914	GB46440
AM07915	GB53755
AM07916	GB49882
AM07917	GB47226
AM07918	GB44460
AM07919	GB52642
AM07920	GB45102
AM07921	GB44967
AM07922	GB44507
AM07923	GB52986
AM07924	GB44623
AM07925	GB48899
AM07926	GB54653
AM07927	GB54210
AM07928	GB42752
AM07929	GB44926
AM07930	GB50946
AM07931	GB46190
AM07932	GB41645
AM07933	GB43123
AM07935	GB53802
AM07936	GB48085
AM07937	GB45307
AM07938	GB47425
AM07939	GB49409
AM07940	GB48430
AM07941	GB43709
AM07942	GB40381
AM07943	GB46882
AM07944	GB41425
AM07945	GB45602
AM07946	GB51764
AM07947	GB40946
AM07948	GB47269
AM07949	GB40448
AM07950	GB55779
AM07951	GB52618
AM07952	GB42276
AM07953	GB42359
AM07954	GB48284
AM07955	GB49780
AM07956	GB53085
AM07957	GB48012
AM07958	GB50016
AM07959	GB47804
AM07960	GB44417
AM07961	GB47346
AM07962	GB40874
AM07963	GB44209
AM07964	GB55006
AM07965	GB41485
AM07966	GB48973
AM07967	GB46450
AM07968	GB44498
AM07969	GB54639
AM07970	GB47052
AM07971	GB51030
AM07972	GB42965
AM07973	GB47105
