GB	GBold
GB52192	GB16942
GB52193	GB16942
GB52194	GB11375
GB52195	GB16887
GB52196	NULL
GB52197	GB19816
GB52198	GB19816
GB52199	NULL
GB52201	NULL
GB52202	NULL
GB52203	NULL
GB52204	GB12044
GB52205	NULL
GB52206	NULL
GB52208	GB15036
GB52209	GB15036
GB52210	GB14738
GB52211	GB14154
GB52212	GB16469
GB52213	GB16414
GB52214	GB16414
GB52215	NULL
GB52216	NULL
GB52218	GB11473
GB52219	GB17252
GB52220	GB16815
GB52222	NULL
GB52224	GB11556
GB52228	NULL
GB52229	NULL
GB52230	NULL
GB52235	NULL
GB52236	GB11492
GB52237	NULL
GB52238	NULL
GB52239	GB13617
GB52241	NULL
GB52242	NULL
GB52244	NULL
GB52245	NULL
GB52246	GB19190
GB52247	NULL
GB52248	NULL
GB52249	GB14422
GB52250	NULL
GB52251	GB14262
GB52252	GB12099
GB52253	GB19604
GB52254	GB14522
GB52255	GB11914
GB52256	GB20114
GB52257	NULL
GB52258	GB18452
GB52259	NULL
GB52260	GB16566
GB52261	GB18390
GB52262	GB10812
GB52266	GB17448
GB52267	NULL
GB52268	NULL
GB52269	NULL
GB52270	NULL
GB52272	GB10293
GB52275	NULL
GB52276	NULL
GB52277	NULL
GB52278	GB14141
GB52279	GB13455
GB52280	GB13455
GB52281	NULL
GB52282	NULL
GB52283	GB16719
GB52284	GB19109
GB52285	GB10140
GB52287	NULL
GB52288	NULL
GB52289	NULL
GB52290	GB10034
GB52291	GB18506
GB52292	GB18506
GB52293	GB18506
GB52294	GB18506
GB52295	NULL
GB52296	NULL
GB52297	NULL
GB52298	NULL
GB52299	NULL
GB52301	NULL
GB52302	NULL
GB52303	NULL
GB52304	GB14672
GB52305	NULL
GB52306	GB17256
GB52307	GB20007
GB52308	GB17376
GB52309	NULL
GB52310	NULL
GB52311	NULL
GB52312	NULL
GB52313	NULL
GB52314	GB17810
GB52315	GB18337
GB52316	GB16547
GB52317	GB19804
GB52318	NULL
GB52319	NULL
GB52320	NULL
GB52321	NULL
GB52322	GB10542
GB52323	NULL
GB52324	NULL
GB52325	GB17341
GB52326	GB19242
GB52328	NULL
GB52329	NULL
GB52330	GB15945
GB52331	GB15945
GB52332	GB15945
GB52333	NULL
GB52334	NULL
GB52336	NULL
GB52338	NULL
GB52339	GB15164
GB52340	GB18358
GB52341	GB18358
GB52342	GB10469
GB52343	GB10469
GB52344	GB12699
GB52345	GB18945
GB52346	GB14981
GB52347	GB17377
GB52348	GB17377
GB52349	GB11332
GB52350	GB10023
GB52351	GB15699
GB52352	GB15749
GB52353	GB15749
GB52354	GB19191
GB52355	NULL
GB52356	GB19191
GB52357	NULL
GB52359	GB17724
GB52360	GB17724
GB52361	GB12037
GB52362	GB30184
GB52363	GB30440
GB52364	GB30183
GB52365	GB30440
GB52366	GB30440
GB52367	GB30442
GB52368	GB30442
GB52369	GB14045
GB52370	GB30443
GB52371	GB30182
GB52372	GB30181
GB52373	GB19697
GB52374	GB13305
GB52375	GB18400
GB52376	GB10001
GB52377	GB11235
GB52378	GB11235
GB52379	GB30179
GB52380	GB19911
GB52381	GB19911
GB52382	NULL
GB52383	GB19911
GB52384	GB19104
GB52385	GB19104
GB52386	NULL
GB52387	GB16411
GB52388	GB30447
GB52389	GB30177
GB52390	GB18055
GB52391	GB12938
GB52392	GB16293
GB52393	GB13831
GB52394	NULL
GB52395	NULL
GB52396	NULL
GB52397	NULL
GB52398	NULL
GB52399	NULL
GB52400	NULL
GB52401	NULL
GB52402	NULL
GB52403	NULL
GB52404	NULL
GB52405	NULL
GB52406	NULL
GB52407	NULL
GB52408	NULL
GB52409	NULL
GB52410	NULL
GB52411	NULL
GB52412	NULL
GB52413	NULL
GB52414	GB30169
GB52415	NULL
GB52416	NULL
GB52417	NULL
GB52418	NULL
GB52419	NULL
GB52420	NULL
GB52421	GB16309
GB52422	GB12736
GB52423	GB18977
GB52424	NULL
GB52425	GB11269
GB52426	GB11303
GB52427	GB11573
GB52428	NULL
GB52429	NULL
GB52430	NULL
GB52431	GB14734
GB52432	GB14734
GB52433	GB10169
GB52434	GB11221
GB52435	GB14108
GB52436	GB19023
GB52437	GB12440
GB52438	NULL
GB52439	GB11636
GB52440	NULL
GB52441	NULL
GB52442	NULL
GB52443	NULL
GB52444	NULL
GB52445	NULL
GB52446	GB10974
GB52447	NULL
GB52448	NULL
GB52449	NULL
GB52450	NULL
GB52451	NULL
GB52452	NULL
GB52453	NULL
GB52454	GB19433
GB52455	GB13354
GB52456	NULL
GB52457	GB18655
GB52458	GB13112
GB52460	NULL
GB52461	NULL
GB52462	GB18598
GB52463	NULL
GB52464	GB18024
GB52465	GB13652
GB52466	GB18489
GB52467	GB19207
GB52468	GB12841
GB52469	GB11269
GB52470	GB13530
GB52472	GB12576
GB52473	GB15618
GB52474	NULL
GB52475	NULL
GB52477	GB13305
GB52479	NULL
GB52481	NULL
GB52484	GB30184
GB52485	NULL
GB52486	GB30184
GB52488	GB12037
GB52489	GB15389
GB52490	NULL
GB52492	NULL
GB52493	NULL
GB52494	NULL
GB52495	NULL
GB52496	GB14679
GB52497	GB15092
GB52498	GB16440
GB52499	GB16440
GB52500	GB13284
GB52501	NULL
GB52502	NULL
GB52503	GB19450
GB52504	GB11912
GB52505	NULL
GB52506	NULL
GB52507	GB19630
GB52508	GB18276
GB52510	GB13951
GB52511	GB10651
GB52512	GB13975
GB52513	GB18477
GB52514	GB16821
GB52515	NULL
GB52516	NULL
GB52517	GB18628
GB52518	NULL
GB52519	NULL
GB52520	NULL
GB52521	NULL
GB52522	NULL
GB52523	GB15445
GB52524	GB18095
GB52525	GB19203
GB52526	GB10959
GB52527	GB10959
GB52528	NULL
GB52529	GB18637
GB52530	GB13137
GB52531	GB18770
GB52532	GB15767
GB52536	GB17892
GB52537	GB18372
GB52538	GB18372
GB52539	NULL
GB52540	NULL
GB52541	GB19271
GB52542	GB19552
GB52543	GB19552
GB52545	NULL
GB52546	NULL
GB52547	NULL
GB52548	NULL
GB52549	NULL
GB52550	NULL
GB52551	NULL
GB52552	NULL
GB52553	GB16052
GB52554	NULL
GB52555	GB13880
GB52557	GB16602
GB52558	NULL
GB52559	NULL
GB52560	GB15625
GB52562	NULL
GB52563	GB13381
GB52565	NULL
GB52567	GB16946
GB52568	GB19725
GB52569	GB11540
GB52570	NULL
GB52571	NULL
GB52573	NULL
GB52574	NULL
GB52575	GB13480
GB52576	GB13946
GB52577	NULL
GB52578	GB17746
GB52579	NULL
GB52582	NULL
GB52583	NULL
GB52584	NULL
GB52585	NULL
GB52587	GB17139
GB52588	GB10274
GB52589	GB10212
GB52590	GB16883
GB52591	NULL
GB52592	NULL
GB52593	NULL
GB52594	NULL
GB52595	GB14649
GB52596	GB14366
GB52597	NULL
GB52598	NULL
GB52599	GB11532
GB52600	GB11532
GB52601	NULL
GB52602	NULL
GB52603	NULL
GB52604	NULL
GB52605	NULL
GB52609	NULL
GB52610	NULL
GB52611	GB18927
GB52612	NULL
GB52613	NULL
GB52614	NULL
GB52616	GB18025
GB52617	NULL
GB52618	GB15363
GB52619	NULL
GB52620	GB10772
GB52621	GB13768
GB52622	NULL
GB52623	GB18613
GB52624	GB18613
GB52625	GB18613
GB52626	GB18751
GB52627	GB18922
GB52628	GB13400
GB52629	NULL
GB52630	GB19018
GB52631	NULL
GB52632	GB19157
GB52633	NULL
GB52634	NULL
GB52635	NULL
GB52636	GB16054
GB52637	GB15321
GB52638	GB19018
GB52639	NULL
GB52640	GB18165
GB52641	GB12029
GB52642	GB15331
GB52643	GB18751
GB52644	GB16494
GB52645	GB17458
GB52646	GB10543
GB52647	GB10543
GB52648	GB14211
GB52649	NULL
GB52650	NULL
GB52651	GB13895
GB52652	GB13644
GB52653	GB12385
GB52654	GB17357
GB52655	GB12395
GB52656	GB14975
GB52657	NULL
GB52658	GB17002
GB52659	GB19694
GB52660	NULL
GB52661	GB16108
GB52662	NULL
GB52663	GB10826
GB52665	GB15583
GB52666	NULL
GB52667	GB19401
GB52668	NULL
GB52669	NULL
GB52671	GB11771
GB52672	GB11160
GB52673	NULL
GB52674	NULL
GB52675	GB11260
GB52676	GB13728
GB52677	GB20118
GB52678	NULL
GB52679	GB19575
GB52680	NULL
GB52681	NULL
GB52682	NULL
GB52684	GB17503
GB52685	NULL
GB52686	GB18852
GB52687	GB18471
GB52688	GB15086
GB52689	NULL
GB52690	NULL
GB52691	GB10647
GB52692	GB11646
GB52693	GB17003
GB52694	GB19777
GB52695	GB12737
GB52696	GB11369
GB52697	GB10431
GB52698	NULL
GB52700	GB15543
GB52701	GB10325
GB52702	GB11553
GB52703	GB15833
GB52704	GB15833
GB52705	NULL
GB52706	GB18450
GB52707	GB16237
GB52708	NULL
GB52710	GB19828
GB52711	NULL
GB52712	NULL
GB52713	GB16468
GB52714	NULL
GB52715	NULL
GB52716	GB16468
GB52717	GB18105
GB52718	GB15836
GB52719	GB11654
GB52720	NULL
GB52721	GB16431
GB52722	GB17137
GB52723	GB13358
GB52724	GB17218
GB52725	GB18526
GB52726	GB11609
GB52727	GB13988
GB52728	GB10477
GB52729	GB12647
GB52730	GB17043
GB52731	GB18728
GB52733	NULL
GB52734	NULL
GB52735	GB17466
GB52736	GB13596
GB52737	GB16155
GB52738	NULL
GB52739	GB10789
GB52740	NULL
GB52741	GB19065
GB52742	NULL
GB52743	GB10730
GB52744	GB14042
GB52745	NULL
GB52746	NULL
GB52747	GB10789
GB52748	NULL
GB52749	GB18442
GB52750	GB12874
GB52751	GB17773
GB52752	GB16906
GB52753	GB12875
GB52754	GB19915
GB52755	GB17686
GB52756	GB12259
GB52757	GB17397
GB52758	NULL
GB52759	GB19664
GB52760	NULL
GB52761	GB19482
GB52762	GB14348
GB52763	NULL
GB52765	NULL
GB52766	GB11300
GB52767	NULL
GB52768	GB13388
GB52770	NULL
GB52772	NULL
GB52773	NULL
GB52774	GB11663
GB52775	GB18543
GB52776	NULL
GB52778	NULL
GB52779	GB10309
GB52780	GB11312
GB52781	GB16661
GB52782	GB19003
GB52783	GB19003
GB52784	NULL
GB52785	GB13361
GB52786	GB18962
GB52787	NULL
GB52788	GB18962
GB52789	GB10003
GB52790	GB14986
GB52791	GB10552
GB52792	GB16780
GB52793	GB17151
GB52794	NULL
GB52795	NULL
GB52796	GB12590
GB52797	GB11158
GB52798	NULL
GB52799	GB18062
GB52800	GB12780
GB52801	GB12553
GB52802	NULL
GB52803	GB16699
GB52804	GB16796
GB52805	GB17117
GB52806	NULL
GB52808	NULL
GB52810	GB18300
GB52812	GB18053
GB52813	GB10194
GB52814	NULL
GB52815	NULL
GB52817	NULL
GB52819	GB10188
GB52820	GB10993
GB52821	NULL
GB52822	NULL
GB52824	GB20015
GB52825	GB18131
GB52826	GB10198
GB52827	NULL
GB52829	GB11665
GB52830	NULL
GB52831	NULL
GB52832	NULL
GB52833	NULL
GB52834	NULL
GB52835	NULL
GB52836	NULL
GB52838	GB18244
GB52839	NULL
GB52840	GB18244
GB52841	NULL
GB52842	GB14083
GB52843	NULL
GB52844	GB12897
GB52845	GB12897
GB52846	GB12897
GB52847	GB12897
GB52848	NULL
GB52849	GB17771
GB52850	NULL
GB52851	GB11294
GB52852	GB11294
GB52853	NULL
GB52854	GB20072
GB52856	NULL
GB52857	NULL
GB52864	NULL
GB52869	NULL
GB52870	NULL
GB52872	NULL
GB52874	NULL
GB52875	GB11822
GB52876	NULL
GB52877	GB14764
GB52878	GB19803
GB52879	GB19803
GB52880	GB19803
GB52881	NULL
GB52882	NULL
GB52883	GB15075
GB52885	NULL
GB52886	NULL
GB52887	NULL
GB52888	GB16017
GB52889	NULL
GB52891	GB13379
GB52892	NULL
GB52893	GB13395
GB52894	NULL
GB52895	GB19478
GB52898	NULL
GB52899	NULL
GB52902	NULL
GB52904	GB10331
GB52906	NULL
GB52907	GB17759
GB52908	NULL
GB52909	NULL
GB52910	GB11266
GB52911	GB16270
GB52912	GB11254
GB52913	GB13835
GB52914	NULL
GB52915	GB10739
GB52916	GB15115
GB52917	GB15115
GB52918	GB16003
GB52919	NULL
GB52920	NULL
GB52921	NULL
GB52922	NULL
GB52923	GB15933
GB52924	NULL
GB52925	NULL
GB52926	NULL
GB52927	NULL
GB52928	GB19367
GB52929	GB19367
GB52930	NULL
GB52931	NULL
GB52932	NULL
GB52933	GB19774
GB52934	NULL
GB52935	NULL
GB52936	NULL
GB52937	GB19037
GB52938	NULL
GB52939	NULL
GB52940	NULL
GB52941	GB19037
GB52942	NULL
GB52943	NULL
GB52944	NULL
GB52945	NULL
GB52946	GB17302
GB52947	GB18077
GB52948	GB19437
GB52949	NULL
GB52950	NULL
GB52953	NULL
GB52955	GB11664
GB52956	GB11288
GB52957	GB18364
GB52958	GB11848
GB52959	NULL
GB52962	NULL
GB52963	NULL
GB52964	NULL
GB52971	NULL
GB52973	GB17192
GB52974	GB14270
GB52975	GB14270
GB52976	NULL
GB52977	GB14303
GB52978	GB18429
GB52979	GB14825
GB52980	GB15822
GB52981	GB16647
GB52982	GB15471
GB52983	GB19053
GB52984	GB11408
GB52985	GB11408
GB52986	GB15335
GB52988	NULL
GB52989	NULL
GB52990	GB14911
GB52991	GB18069
GB52992	GB14742
GB52993	GB14643
GB52994	NULL
GB52995	NULL
GB52996	NULL
GB52997	GB13182
GB52998	GB13713
GB52999	GB11410
GB53000	NULL
GB53001	NULL
GB53002	GB11630
GB53005	GB17728
GB53006	GB16221
GB53007	NULL
GB53008	GB16221
GB53009	GB13016
GB53010	GB13320
GB53011	GB10986
GB53012	GB11807
GB53013	GB12490
GB53014	GB14314
GB53015	GB17176
GB53016	NULL
GB53017	NULL
GB53018	GB11000
GB53019	GB16985
GB53020	GB17811
GB53021	GB12021
GB53022	GB12021
GB53023	GB15762
GB53024	NULL
GB53025	GB17437
GB53026	NULL
GB53027	GB11025
GB53028	GB15627
GB53029	GB11047
GB53030	GB15276
GB53031	GB19061
GB53032	NULL
GB53033	GB19750
GB53034	GB13956
GB53035	NULL
GB53036	GB19502
GB53037	GB10926
GB53038	GB19429
GB53041	GB15140
GB53042	GB15140
GB53043	GB19012
GB53044	GB10455
GB53045	GB16644
GB53046	GB11817
GB53047	GB12226
GB53048	NULL
GB53049	NULL
GB53050	GB11466
GB53051	GB19257
GB53052	GB19257
GB53053	GB19257
GB53054	NULL
GB53055	GB17819
GB53057	GB11509
GB53062	GB20129
GB53063	NULL
GB53064	GB12185
GB53065	GB10094
GB53066	GB18044
GB53067	GB12469
GB53068	GB17624
GB53069	NULL
GB53070	GB20079
GB53072	GB20079
GB53073	NULL
GB53075	NULL
GB53077	GB12799
GB53078	NULL
GB53079	GB10407
GB53080	GB17421
GB53081	GB13866
GB53082	NULL
GB53083	GB19939
GB53084	GB18110
GB53085	NULL
GB53086	GB16353
GB53087	NULL
GB53088	GB16225
GB53089	GB10281
GB53090	GB17637
GB53091	GB17566
GB53092	GB17974
GB53093	GB14315
GB53094	NULL
GB53096	GB16262
GB53097	NULL
GB53098	NULL
GB53099	NULL
GB53100	NULL
GB53101	NULL
GB53103	NULL
GB53104	GB17517
GB53105	NULL
GB53106	NULL
GB53107	NULL
GB53108	NULL
GB53109	NULL
GB53110	GB12636
GB53111	NULL
GB53112	GB12449
GB53113	NULL
GB53114	GB30203
GB53115	GB30202
GB53116	GB19850
GB53117	GB14352
GB53118	GB14352
GB53119	GB10737
GB53120	NULL
GB53121	NULL
GB53122	GB17796
GB53124	GB16577
GB53125	GB16577
GB53126	GB20105
GB53127	NULL
GB53128	GB15680
GB53129	GB14315
GB53131	NULL
GB53132	GB12182
GB53133	GB12156
GB53134	GB18864
GB53135	GB18864
GB53136	GB17031
GB53137	GB13914
GB53138	NULL
GB53139	GB11431
GB53140	GB15271
GB53141	GB19006
GB53142	NULL
GB53143	GB10105
GB53144	NULL
GB53145	GB10257
GB53146	GB14137
GB53147	GB18057
GB53148	GB12560
GB53149	GB13159
GB53150	GB13159
GB53151	NULL
GB53152	GB11528
GB53154	NULL
GB53155	GB18208
GB53158	NULL
GB53159	NULL
GB53160	NULL
GB53161	NULL
GB53162	GB18397
GB53163	GB14005
GB53164	NULL
GB53166	GB10718
GB53167	GB10718
GB53168	GB10718
GB53169	GB10718
GB53170	NULL
GB53171	GB10173
GB53172	GB18818
GB53173	GB12270
GB53174	GB11744
GB53177	GB15026
GB53178	NULL
GB53179	NULL
GB53180	GB16253
GB53181	GB14318
GB53182	NULL
GB53183	GB14318
GB53184	GB13976
GB53185	GB17623
GB53186	GB10961
GB53187	NULL
GB53188	GB13970
GB53189	NULL
GB53190	GB12921
GB53191	GB13164
GB53192	NULL
GB53193	NULL
GB53194	GB16914
GB53195	GB14946
GB53196	GB15975
GB53197	NULL
GB53198	NULL
GB53199	GB16252
GB53200	NULL
GB53201	GB12865
GB53202	NULL
GB53203	NULL
GB53204	NULL
GB53205	GB12686
GB53206	GB12686
GB53207	NULL
GB53208	GB15936
GB53209	NULL
GB53210	NULL
GB53211	NULL
GB53212	NULL
GB53213	NULL
GB53214	NULL
GB53215	NULL
GB53217	NULL
GB53218	NULL
GB53219	GB10913
GB53220	GB15093
GB53221	NULL
GB53222	GB17840
GB53223	GB16638
GB53224	NULL
GB53225	NULL
GB53226	NULL
GB53228	GB19312
GB53229	GB19140
GB53230	GB16857
GB53231	GB14448
GB53232	NULL
GB53233	NULL
GB53234	NULL
GB53235	NULL
GB53236	GB18091
GB53237	GB14718
GB53238	NULL
GB53239	NULL
GB53240	GB19184
GB53242	GB12942
GB53243	GB19229
GB53244	GB17952
GB53245	GB14356
GB53246	GB12927
GB53247	GB18124
GB53248	NULL
GB53249	GB16102
GB53250	NULL
GB53251	GB14837
GB53252	NULL
GB53253	NULL
GB53254	NULL
GB53255	NULL
GB53256	GB13776
GB53257	GB14486
GB53258	NULL
GB53259	NULL
GB53260	NULL
GB53261	NULL
GB53262	NULL
GB53263	NULL
GB53264	GB12836
GB53265	GB18058
GB53266	NULL
GB53268	NULL
GB53269	GB10603
GB53270	NULL
GB53271	GB18383
GB53272	NULL
GB53274	NULL
GB53275	NULL
GB53278	NULL
GB53284	GB19007
GB53286	GB14006
GB53287	GB11361
GB53288	GB11477
GB53289	GB19233
GB53290	NULL
GB53294	GB18280
GB53295	GB17640
GB53296	GB17640
GB53297	GB16277
GB53298	GB16097
GB53299	GB11859
GB53300	GB13209
GB53301	NULL
GB53302	GB11883
GB53303	GB12719
GB53304	NULL
GB53305	GB10237
GB53306	GB14749
GB53307	GB14991
GB53308	GB16408
GB53309	NULL
GB53310	GB16408
GB53311	GB10808
GB53312	NULL
GB53313	GB12681
GB53314	GB12681
GB53315	GB14290
GB53316	GB19672
GB53317	GB15720
GB53318	GB12004
GB53319	NULL
GB53320	GB11197
GB53321	GB15386
GB53322	GB12211
GB53323	GB10891
GB53324	GB16962
GB53325	GB10015
GB53326	NULL
GB53327	NULL
GB53328	GB16193
GB53329	GB19299
GB53330	GB18252
GB53331	GB18252
GB53332	NULL
GB53333	GB10989
GB53334	GB17016
GB53335	GB10014
GB53336	GB10602
GB53337	GB11546
GB53338	GB12317
GB53339	GB13254
GB53340	GB11407
GB53341	GB16556
GB53342	NULL
GB53343	NULL
GB53344	NULL
GB53345	NULL
GB53346	NULL
GB53347	NULL
GB53348	NULL
GB53349	GB12732
GB53350	GB12200
GB53351	GB15665
GB53352	NULL
GB53353	GB15492
GB53354	GB14001
GB53355	GB10293
GB53356	NULL
GB53357	GB19531
GB53358	GB15613
GB53359	GB11535
GB53360	GB15226
GB53361	GB11339
GB53363	GB12506
GB53365	NULL
GB53366	NULL
GB53367	GB13560
GB53368	GB15813
GB53369	GB20134
GB53370	GB30243
GB53371	GB30242
GB53372	GB13587
GB53373	GB12033
GB53374	GB11011
GB53375	GB14054
GB53376	GB17769
GB53377	NULL
GB53378	NULL
GB53379	GB14973
GB53380	GB11958
GB53381	GB14973
GB53382	NULL
GB53384	GB11933
GB53385	GB10784
GB53386	NULL
GB53387	GB15943
GB53388	NULL
GB53389	GB13324
GB53391	NULL
GB53392	NULL
GB53393	GB15424
GB53394	GB15424
GB53395	NULL
GB53396	NULL
GB53397	NULL
GB53398	GB16154
GB53399	GB11535
GB53400	NULL
GB53401	NULL
GB53402	GB13017
GB53403	NULL
GB53404	GB14416
GB53405	NULL
GB53406	GB15015
GB53407	NULL
GB53408	NULL
GB53409	NULL
GB53410	NULL
GB53411	GB13345
GB53412	GB12198
GB53414	GB15002
GB53415	GB12308
GB53416	GB12308
GB53417	GB10984
GB53418	GB15154
GB53419	GB11208
GB53420	NULL
GB53421	GB13198
GB53422	GB10055
GB53423	NULL
GB53424	GB11386
GB53426	GB12219
GB53427	NULL
GB53428	GB12006
GB53429	NULL
GB53430	GB19232
GB53431	GB17383
GB53432	NULL
GB53433	GB17383
GB53434	GB12634
GB53435	GB14091
GB53436	GB16093
GB53437	GB19520
GB53438	GB14706
GB53439	GB18583
GB53440	GB10793
GB53441	GB12094
GB53442	NULL
GB53443	NULL
GB53444	NULL
GB53445	GB12094
GB53446	GB12094
GB53447	GB12094
GB53448	GB12094
GB53449	GB12094
GB53450	NULL
GB53451	NULL
GB53452	GB14763
GB53453	GB14763
GB53454	NULL
GB53455	GB12494
GB53456	NULL
GB53457	GB10458
GB53458	NULL
GB53459	NULL
GB53460	NULL
GB53461	NULL
GB53462	GB10996
GB53463	GB10996
GB53464	NULL
GB53465	NULL
GB53466	NULL
GB53467	NULL
GB53468	NULL
GB53469	NULL
GB53470	NULL
GB53471	NULL
GB53472	NULL
GB53473	NULL
GB53474	NULL
GB53475	NULL
GB53476	NULL
GB53477	NULL
GB53478	NULL
GB53479	NULL
GB53480	NULL
GB53481	NULL
GB53482	NULL
GB53483	NULL
GB53484	NULL
GB53485	NULL
GB53486	NULL
GB53487	NULL
GB53488	NULL
GB53489	NULL
GB53490	NULL
GB53491	NULL
GB53492	NULL
GB53493	NULL
GB53494	NULL
GB53496	NULL
GB53498	NULL
GB53499	NULL
GB53500	NULL
GB53503	NULL
GB53504	GB10295
GB53505	GB10295
GB53506	GB14929
GB53509	NULL
GB53511	NULL
GB53512	GB17100
GB53513	GB12305
GB53514	NULL
GB53515	GB13154
GB53516	GB18895
GB53517	GB14002
GB53518	GB17088
GB53519	GB10584
GB53520	GB12692
GB53521	GB12692
GB53522	NULL
GB53523	NULL
GB53524	NULL
GB53525	NULL
GB53526	NULL
GB53527	NULL
GB53528	NULL
GB53529	NULL
GB53530	GB19318
GB53531	GB12114
GB53532	GB18379
GB53533	GB15532
GB53534	GB15532
GB53535	NULL
GB53536	NULL
GB53537	NULL
GB53538	GB20077
GB53539	NULL
GB53540	GB16637
GB53541	NULL
GB53542	NULL
GB53544	NULL
GB53545	NULL
GB53547	NULL
GB53548	NULL
GB53549	NULL
GB53550	NULL
GB53553	NULL
GB53554	NULL
GB53555	NULL
GB53556	NULL
GB53557	NULL
GB53558	NULL
GB53559	GB15532
GB53562	GB15532
GB53563	GB15532
GB53565	GB16986
GB53566	GB19366
GB53567	GB14457
GB53568	GB18183
GB53569	NULL
GB53570	GB18241
GB53571	GB19318
GB53572	NULL
GB53573	NULL
GB53574	GB14065
GB53575	NULL
GB53576	GB19468
GB53577	NULL
GB53578	GB10584
GB53579	GB13722
GB53580	GB14299
GB53581	GB13154
GB53582	GB11404
GB53584	NULL
GB53585	NULL
GB53586	NULL
GB53587	NULL
GB53588	NULL
GB53589	GB12765
GB53590	NULL
GB53591	NULL
GB53592	GB19344
GB53593	NULL
GB53595	NULL
GB53596	GB15647
GB53597	NULL
GB53598	NULL
GB53599	NULL
GB53600	NULL
GB53601	NULL
GB53602	GB13232
GB53603	GB16759
GB53604	GB13607
GB53605	GB20116
GB53606	GB17661
GB53607	GB19689
GB53609	NULL
GB53610	NULL
GB53611	GB19788
GB53613	GB15741
GB53614	GB15526
GB53615	GB10577
GB53616	GB10577
GB53617	GB18504
GB53618	GB16828
GB53619	GB16828
GB53620	NULL
GB53621	GB17818
GB53622	GB19585
GB53623	GB12184
GB53624	GB12348
GB53625	GB10896
GB53626	NULL
GB53627	GB14688
GB53628	GB10693
GB53629	NULL
GB53632	GB19634
GB53633	NULL
GB53634	NULL
GB53635	NULL
GB53636	NULL
GB53637	GB12966
GB53638	NULL
GB53639	GB12966
GB53640	NULL
GB53641	NULL
GB53643	NULL
GB53644	NULL
GB53645	NULL
GB53646	GB12523
GB53647	GB13528
GB53648	GB15286
GB53649	GB15286
GB53650	GB13023
GB53651	GB18010
GB53652	GB14776
GB53653	GB14088
GB53654	GB19993
GB53655	NULL
GB53656	GB16104
GB53657	GB17558
GB53658	NULL
GB53659	GB15998
GB53660	NULL
GB53661	GB17280
GB53662	GB16139
GB53663	NULL
GB53664	GB10937
GB53665	GB16337
GB53666	GB18677
GB53667	GB14658
GB53668	GB11103
GB53669	GB19989
GB53670	GB10340
GB53671	GB14781
GB53672	NULL
GB53673	NULL
GB53674	GB10544
GB53675	NULL
GB53676	GB10379
GB53677	GB10991
GB53679	GB18586
GB53680	NULL
GB53681	GB18586
GB53682	NULL
GB53683	GB18081
GB53685	GB12999
GB53687	NULL
GB53688	GB12947
GB53689	GB12947
GB53690	GB12808
GB53691	NULL
GB53692	NULL
GB53693	NULL
GB53694	NULL
GB53695	GB10795
GB53696	NULL
GB53697	GB16216
GB53698	NULL
GB53699	GB10318
GB53700	GB15838
GB53701	GB10912
GB53702	GB17020
GB53703	GB13924
GB53705	GB14389
GB53706	NULL
GB53707	GB14158
GB53708	GB16313
GB53709	NULL
GB53710	GB19108
GB53711	GB19793
GB53712	GB19793
GB53713	GB14810
GB53714	NULL
GB53715	GB16901
GB53716	GB19181
GB53717	NULL
GB53719	GB17349
GB53720	GB10559
GB53721	GB10559
GB53722	GB17558
GB53723	GB13068
GB53724	NULL
GB53725	GB16777
GB53726	GB17269
GB53727	GB14832
GB53728	NULL
GB53729	GB10413
GB53730	GB10413
GB53731	NULL
GB53732	NULL
GB53733	NULL
GB53735	GB10553
GB53736	GB10553
GB53737	NULL
GB53738	NULL
GB53739	NULL
GB53740	GB12428
GB53741	NULL
GB53742	NULL
GB53743	GB14128
GB53744	NULL
GB53745	NULL
GB53746	GB14128
GB53747	GB14128
GB53748	GB17500
GB53749	GB10253
GB53750	GB14668
GB53751	GB14752
GB53752	GB20121
GB53753	GB20121
GB53754	GB11862
GB53755	GB15327
GB53756	GB10820
GB53759	NULL
GB53764	NULL
GB53765	NULL
GB53767	NULL
GB53768	GB12397
GB53769	NULL
GB53770	GB11144
GB53771	NULL
GB53772	NULL
GB53773	NULL
GB53774	GB11955
GB53775	GB14824
GB53776	NULL
GB53777	GB10470
GB53778	GB18618
GB53779	NULL
GB53780	NULL
GB53781	NULL
GB53782	GB19324
GB53783	NULL
GB53784	NULL
GB53785	GB19676
GB53786	NULL
GB53787	GB19676
GB53788	GB18971
GB53789	GB12016
GB53790	GB12016
GB53791	NULL
GB53792	NULL
GB53793	NULL
GB53794	GB11166
GB53795	NULL
GB53796	NULL
GB53797	NULL
GB53798	GB16889
GB53799	GB10390
GB53801	NULL
GB53802	GB15347
GB53803	GB12709
GB53804	NULL
GB53805	GB10594
GB53806	NULL
GB53807	NULL
GB53809	NULL
GB53810	NULL
GB53811	NULL
GB53812	GB17169
GB53813	NULL
GB53815	GB19945
GB53818	GB18018
GB53819	NULL
GB53820	GB17930
GB53821	GB19528
GB53822	NULL
GB53823	GB16142
GB53824	GB18590
GB53825	GB16704
GB53826	GB14882
GB53827	GB17191
GB53828	GB17191
GB53829	GB13765
GB53830	GB11503
GB53831	GB16805
GB53832	GB17158
GB53833	GB19322
GB53834	GB19322
GB53835	GB19322
GB53836	GB18956
GB53838	NULL
GB53839	NULL
GB53840	GB12152
GB53841	NULL
